Source Name	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Organism Part]	Term Source 2 REF	Term Source 2 Accession	Protocol REF	Protocol REF	Protocol REF	Assay Name	Experimental Condition [stretch duration]	Experimental Condition [ Nocodazole or DMSO]	Comment [Gene Identifier]	Comment [Gene Symbol]	Comment [Gene Annotation Comments]	Dataset Name	Image File	Comment [Image File Path]	Comment [Image File Comments]	Comment [Image File Type]	Channels	Protocol REF	Processed Data File
ExperimentB_No22_DMSO_17_30min__019.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No22_DMSO_17_30min__019.czi	30min	DMSO				Chamber_17	ExperimentB_No22_DMSO_17_30min__019.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No22_DMSO_17_30min__020.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No22_DMSO_17_30min__020.czi	30min	DMSO				Chamber_17	ExperimentB_No22_DMSO_17_30min__020.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No22_DMSO_17_30min__021.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No22_DMSO_17_30min__021.czi	30min	DMSO				Chamber_17	ExperimentB_No22_DMSO_17_30min__021.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No22_DMSO_17_30min__022.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No22_DMSO_17_30min__022.czi	30min	DMSO				Chamber_17	ExperimentB_No22_DMSO_17_30min__022.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No22_DMSO_17_30min__023.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No22_DMSO_17_30min__023.czi	30min	DMSO				Chamber_17	ExperimentB_No22_DMSO_17_30min__023.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No22_DMSO_17_30min__024.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No22_DMSO_17_30min__024.czi	30min	DMSO				Chamber_17	ExperimentB_No22_DMSO_17_30min__024.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No22_DMSO_17_30min__025.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No22_DMSO_17_30min__025.czi	30min	DMSO				Chamber_17	ExperimentB_No22_DMSO_17_30min__025.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No22_DMSO_17_30min__026.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No22_DMSO_17_30min__026.czi	30min	DMSO				Chamber_17	ExperimentB_No22_DMSO_17_30min__026.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No22_DMSO_17_30min__027.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No22_DMSO_17_30min__027.czi	30min	DMSO				Chamber_17	ExperimentB_No22_DMSO_17_30min__027.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No22_DMSO_17_30min__028.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No22_DMSO_17_30min__028.czi	30min	DMSO				Chamber_17	ExperimentB_No22_DMSO_17_30min__028.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No22_DMSO_17_30min__029.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No22_DMSO_17_30min__029.czi	30min	DMSO				Chamber_17	ExperimentB_No22_DMSO_17_30min__029.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No22_DMSO_17_30min__030.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No22_DMSO_17_30min__030.czi	30min	DMSO				Chamber_17	ExperimentB_No22_DMSO_17_30min__030.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No23_Noc_14_30min__001.lsm	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No23_Noc_14_30min__001.lsm	30min	Nocodazole				Chamber_14	ExperimentB_No23_Noc_14_30min__001.lsm	ImagesOfExperimentA	(XYZC) = 1316 x 1316 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No23_Noc_14_30min__002.lsm	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No23_Noc_14_30min__002.lsm	30min	Nocodazole				Chamber_14	ExperimentB_No23_Noc_14_30min__002.lsm	ImagesOfExperimentA	(XYZC) = 1316 x 1316 x 5 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__001.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__001.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__001.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__002.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__002.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__002.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__003.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__003.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__003.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__004.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__004.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__004.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__005.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__005.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__005.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__006.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__006.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__006.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__007.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__007.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__007.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__008.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__008.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__008.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__009.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__009.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__009.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__010.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__010.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__010.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__011.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__011.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__011.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__012.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__012.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__012.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__013.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__013.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__013.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__014.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__014.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__014.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__015.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__015.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__015.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__016.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__016.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__016.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__017.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__017.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__017.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__018.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__018.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__018.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__019.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__019.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__019.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__020.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__020.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__020.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__021.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__021.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__021.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__022.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__022.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__022.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__023.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__023.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__023.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__024.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__024.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__024.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__025.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__025.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__025.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__026.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__026.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__026.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__027.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__027.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__027.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__028.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__028.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__028.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__029.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__029.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__029.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__030.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__030.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__030.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__031.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__031.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__031.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__032.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__032.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__032.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__033.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__033.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__033.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__034.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__034.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__034.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__035.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__035.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__035.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__036.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__036.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__036.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__037.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__037.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__037.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__038.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__038.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__038.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__039.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__039.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__039.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__040.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__040.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__040.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__041.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__041.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__041.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__042.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__042.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__042.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No24_Noc_15_30min__043.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No24_Noc_15_30min__043.czi	30min	Nocodazole				Chamber_15	ExperimentB_No24_Noc_15_30min__043.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No25_DMSO_26_5min__001.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No25_DMSO_26_5min__001.czi	5min	DMSO				Chamber_26	ExperimentB_No25_DMSO_26_5min__001.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No25_DMSO_26_5min__002.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No25_DMSO_26_5min__002.czi	5min	DMSO				Chamber_26	ExperimentB_No25_DMSO_26_5min__002.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No25_DMSO_26_5min__003.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No25_DMSO_26_5min__003.czi	5min	DMSO				Chamber_26	ExperimentB_No25_DMSO_26_5min__003.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No25_DMSO_26_5min__004.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No25_DMSO_26_5min__004.czi	5min	DMSO				Chamber_26	ExperimentB_No25_DMSO_26_5min__004.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No25_DMSO_26_5min__005.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No25_DMSO_26_5min__005.czi	5min	DMSO				Chamber_26	ExperimentB_No25_DMSO_26_5min__005.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No25_DMSO_26_5min__006.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No25_DMSO_26_5min__006.czi	5min	DMSO				Chamber_26	ExperimentB_No25_DMSO_26_5min__006.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No25_DMSO_26_5min__007.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No25_DMSO_26_5min__007.czi	5min	DMSO				Chamber_26	ExperimentB_No25_DMSO_26_5min__007.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
